00:00:00,00:00:00,0.001136,,,,
00:00:02,00:00:02,0.001132,,,,
00:00:04,00:00:04,0.001116,,,,
00:00:06,00:00:06,0.001123,,,,
00:00:08,00:00:08,0.001131,,,,
00:00:10,00:00:10,0.001129,,,,
00:00:12,00:00:12,0.001117,,,,
00:00:14,00:00:14,0.001135,,,,
00:00:16,00:00:16,0.00112,,,,
00:00:18,00:00:18,0.001126,,,,
00:00:20,00:00:20,0.001128,,,,
00:00:22,00:00:22,0.001114,,,,
00:00:24,00:00:24,0.001127,,,,
00:00:26,00:00:26,0.001126,,,,
00:00:28,00:00:28,0.001127,,,,
00:00:30,00:00:30,0.001123,,,,
00:00:32,00:00:32,0.001128,,,,
00:00:34,00:00:34,0.001118,,,,
00:00:36,00:00:36,0.001114,,,,
00:00:38,00:00:38,0.001112,,,,
00:00:40,00:00:40,0.00112,,,,
00:00:42,00:00:42,0.001127,,,,
00:00:44,00:00:44,0.001115,,,,
00:00:46,00:00:46,0.001117,,,,
00:00:48,00:00:48,0.001117,,,,
00:00:50,00:00:50,0.001121,,,,
00:00:52,00:00:52,0.001128,,,,
00:00:54,00:00:54,0.001116,,,,
00:00:56,00:00:56,0.001134,,,,
00:00:58,00:00:58,0.001116,,,,
00:01:00,00:01:00,0.001124,,,,
00:01:02,00:01:02,0.001127,,,,
00:01:04,00:01:04,0.001117,,,,
00:01:06,00:01:06,0.001126,,,,
00:01:08,00:01:08,0.00113,,,,
00:01:10,00:01:10,0.001121,,,,
00:01:12,00:01:12,0.001128,,,,
00:01:14,00:01:14,0.001126,,,,
00:01:16,00:01:16,0.001119,,,,
00:01:18,00:01:18,0.001129,,,,
00:01:20,00:01:20,0.001128,,,,
00:01:22,00:01:22,0.00112,,,,
00:01:24,00:01:24,0.001128,,,,
00:01:26,00:01:26,0.00112,,,,
00:01:28,00:01:28,0.001126,,,,
00:01:30,00:01:30,0.001139,,,,
00:01:32,00:01:32,0.001128,,,,
00:01:34,00:01:34,0.001124,,,,
00:01:36,00:01:36,0.001132,,,,
00:01:38,00:01:38,0.001135,,,,
00:01:40,00:01:40,0.001123,,,,
00:01:42,00:01:42,0.001126,,,,
00:01:44,00:01:44,0.001133,,,,
00:01:46,00:01:46,0.001128,,,,
00:01:48,00:01:48,0.001127,,,,
00:01:50,00:01:50,0.001141,,,,
00:01:52,00:01:52,0.001128,,,,
00:01:54,00:01:54,0.001136,,,,
00:01:56,00:01:56,0.001136,,,,
00:01:58,00:01:58,0.001131,,,,
00:02:00,00:02:00,0.001137,,,,
00:02:02,00:02:02,0.001126,,,,
00:02:04,00:02:04,0.001132,,,,
00:02:06,00:02:06,0.001142,,,,
00:02:08,00:02:08,0.001124,,,,
00:02:10,00:02:10,0.001143,,,,
00:02:12,00:02:12,0.001131,,,,
00:02:14,00:02:14,0.001125,,,,
00:02:16,00:02:16,0.001149,,,,
00:02:18,00:02:18,0.001132,,,,
00:02:20,00:02:20,0.001132,,,,
00:02:22,00:02:22,0.001145,,,,
00:02:24,00:02:24,0.001139,,,,
00:02:26,00:02:26,0.001122,,,,
00:02:28,00:02:28,0.001133,,,,
00:02:30,00:02:30,0.001146,,,,
00:02:32,00:02:32,0.001131,,,,
00:02:34,00:02:34,0.001136,,,,
00:02:36,00:02:36,0.00114,,,,
00:02:38,00:02:38,0.001149,,,,
00:02:40,00:02:40,0.001137,,,,
00:02:42,00:02:42,0.001136,,,,
00:02:44,00:02:44,0.00113,,,,
00:02:46,00:02:46,0.001143,,,,
00:02:48,00:02:48,0.001145,,,,
00:02:50,00:02:50,0.001152,,,,
00:02:52,00:02:52,0.001137,,,,
00:02:54,00:02:54,0.001139,,,,
00:02:56,00:02:56,0.001141,,,,
00:02:58,00:02:58,0.001154,,,,
00:03:00,00:03:00,0.001151,,,,
00:03:02,00:03:02,0.001137,,,,
00:03:04,00:03:04,0.001138,,,,
00:03:06,00:03:06,0.001148,,,,
00:03:08,00:03:08,0.001141,,,,
00:03:10,00:03:10,0.001139,,,,
00:03:12,00:03:12,0.001149,,,,
00:03:14,00:03:14,0.001148,,,,
00:03:16,00:03:16,0.001141,,,,
00:03:18,00:03:18,0.001147,,,,
00:03:20,00:03:20,0.001147,,,,
00:03:22,00:03:22,0.001151,,,,
00:03:24,00:03:24,0.001149,,,,
00:03:26,00:03:26,0.001157,,,,
00:03:28,00:03:28,0.001152,,,,
00:03:30,00:03:30,0.001146,,,,
00:03:32,00:03:32,0.001163,,,,
00:03:34,00:03:34,0.001159,,,,
00:03:36,00:03:36,0.001152,,,,
00:03:38,00:03:38,0.001147,,,,
00:03:40,00:03:40,0.001146,,,,
00:03:42,00:03:42,0.001152,,,,
00:03:44,00:03:44,0.001151,,,,
00:03:46,00:03:46,0.001146,,,,
00:03:48,00:03:48,0.001152,,,,
00:03:50,00:03:50,0.001158,,,,
00:03:52,00:03:52,0.001141,,,,
00:03:54,00:03:54,0.001165,,,,
00:03:56,00:03:56,0.001152,,,,
00:03:58,00:03:58,0.001155,,,,
00:04:00,00:04:00,0.001168,,,,
00:04:02,00:04:02,0.001157,,,,
00:04:04,00:04:04,0.001143,,,,
00:04:06,00:04:06,0.001169,,,,
00:04:08,00:04:08,0.001155,,,,
00:04:10,00:04:10,0.001157,,,,
00:04:12,00:04:12,0.001168,,,,
00:04:14,00:04:14,0.001158,,,,
00:04:16,00:04:16,0.001168,,,,
00:04:18,00:04:18,0.001171,,,,
00:04:20,00:04:20,0.001159,,,,
00:04:22,00:04:22,0.001157,,,,
00:04:24,00:04:24,0.001165,,,,
00:04:26,00:04:26,0.001168,,,,
00:04:28,00:04:28,0.001155,,,,
00:04:30,00:04:30,0.001169,,,,
00:04:32,00:04:32,0.001161,,,,
